source,section,text
ics_new_pg,ics_new_pg_block_16,"Kanpur is well connected by railway network with nearly every major city. Numerous overnight trains are also present from major cities like New Delhi, Mumbai, Bangalore. IIT Kanpur is about 17 km from the Kanpur Central Railway Station. Direct buses to campus front gate are there from Jhakarkati. Tempos and Autos are also available which take about Rs. 200 - Rs. 250 from Station to IITK campus. One can also find shared auto services (commonly known as Vikram) for as low as 40 Rupees from Kanpur Railway Station, outside Platform 9 to campus front gate. Kanpur Metro services are available between Kanpur Central Metro Station and IIT Kanpur Metro Station, and last train at 10 PM."
ics_new_pg,ics_new_pg_block_17,Please note that the institute does not provide accomodation to parents. Parents are suggested to arrange for their own accomodation. The list of hotels at Kanpur can be found here. [Hotels]
ics_new_pg,ics_new_pg_block_18,"Starting at a college can feel like stepping into an unknown, but there is no need to worry, The Orientation Programme is organised to acquaint the students with the institute and to help them smoothen their transition into the Institute. The adjustement in a new environment can be daunting. You may be incredibly excited to come to campus but at the same time you may also feel nervous or unsure about what to expect. Everyone has these mixed emotions and the Orientation program is designed to make your transition to our beautiful IIT Kanpur, as seamless as possible. Please keep checking this page for further updates."
ics_new_pg,ics_new_pg_block_19,Q. What are the reporting dates for PG students?
ics_new_pg,ics_new_pg_block_20,"Ans. The official in-person reporting dates for all Y25 PGs (MTech, MSR, MBA, PhD, MDes, MSc, MSc-PhD dual degree) are July 24th, 2025, from 9 am to 6 pm. The exact venue within the IIT Kanpur campus will be communicated closer to the reporting dates."
ics_new_pg,ics_new_pg_block_21,Q. Will I get accommodation on campus if I arrive before July 24th?
ics_new_pg,ics_new_pg_block_22,"Ans. No accommodation will be provided for those arriving before July 24th. Student entry is allowed from July 24th, 2025, 8:00 am onwards, and will be monitored by the Institute Security office. Please carry your offer letter and a photo identity card. If you are using a car (own or rental), it must have a valid registration and driver s license. Hostel rooms will be allotted at the time of reporting, and students can start staying in their allotted rooms after reporting."
ics_new_pg,ics_new_pg_block_23,"Ans. Hostel rooms for new PG students are pre-allocated by the office of the Institute Counselling Service, IIT Kanpur. You will be informed of your allotted hostel and room after verification at the reporting desk on July 24th, 2025. Please note that they are not allotted on a first-come, first-served basis."
ics_new_pg,ics_new_pg_block_24,"Ans. Parents or guardians are welcome if they accompany the Y25 PG students, but there are no formalities during the orientation to be fulfilled by them from the institute's side. The parents may use the mess and canteens on a payment basis."
ics_new_pg,ics_new_pg_block_25,Q. Is there any accommodation available for parents on the campus?
ics_new_pg,ics_new_pg_block_26,"Ans. Parents or guardians are welcome to accompany the students; however, please note that we do not provide or arrange accommodation for them. They are welcome to spend time with their wards in the halls from 8:00 am to 8:00 pm and may have meals in the mess on a payment basis. We kindly ask that parents leave the halls by 8:00 pm."
ics_new_pg,ics_new_pg_block_27,"Q. I want to be a day scholar, i.e., I want to stay outside on my own and do not want to stay in the hostel. What should I do?"
ics_new_pg,ics_new_pg_block_28,"Ans. PG students, who want to be day scholars, i.e., do not want to stay in the hostel, may write an email for the same to head_cs@iitk.ac.in, keeping oic2_dosa@iitk.ac.in as cc on or before July 20th, 2025. Please mention the following in your application: 1. Full name 2. Department 3. Degree program 4. Application no. 5. Must attach the offer letter. Please note that all such students still have to report on July 24 and attend the orientation program."
ics_new_pg,ics_new_pg_block_29,Q. What happens if I come after the reporting dates?
ics_new_pg,ics_new_pg_block_30,"Ans. If you are unable to report on July 24th, 2025, please inform us by emailing pg_ics@iitk.ac.in, also by mailing your respective DPGC convenor (the list of DPGC convenors is here: link ) and pgdesk@iitk.ac.in for smooth operations. We will share your hall number, and you should go directly to the assigned hall for accommodation. You must handle all procedures on your own if you report after July 24th, 2025, and may miss crucial events. All procedures must be completed by July 28th, 2025, with late registration available on August 6th, 2025, with a 1000 fine."
ics_new_pg,ics_new_pg_block_31,"Q. What is late registration, and how to do it?"
ics_new_pg,ics_new_pg_block_32,"Ans. Those who fail to register on July 28th, 2025, can register late on August 6th with a 1000 fine."
ics_new_pg,ics_new_pg_block_33,"Ans. The last date to withdraw from the program (with a 1000 deduction) is July 14th, 2025. Withdrawals received after this date will follow the institute norms. Submit withdrawal applications through this link with the following documents: 1. A signed application for withdrawal including details such as application number, department, program, and amount paid (no set format) 2. Fee payment receipt 3. Bank details (Name, Branch, IFSC code, A/C number, address) 4. Photocopy of the front page of the passbook"
ics_new_pg,ics_new_pg_block_34,Q. What are the required documents for admission to IIT Kanpur?
ics_new_pg,ics_new_pg_block_35,"Ans. The documents required are as follows: 1. Offer letter 2. Aadhaar Card 3. Fee receipt 4. Degree Certificate/Provisional Degree Certificate 5. Mark sheet of the Qualifying Exam 6. High/Secondary school certificate specifying your DOB 7. Three recent passport-size photographs 8. SC/ST/DAP certificate issued by a competent authority and a valid EWS/OBC-NCL certificate issued on or after April 1, 2025 9. Scorecard or Admit card of GATE/NET/JRF/JEST/CSIR/OTHERS as applicable 10. No Objection Certificate from the employer for Sponsored, Part-time, and External students. Others should bring a No Objection Certificate or a relieving certificate from the employer if they were working at the time of application. The format of which can be found here . 11. Medical certificate (format available here ) 12. Parental income certificate issued on or after April 1, 2025 13. Proof of registration at the Study In India (SII) portal from here - applicable only for Foreign Nationals Carry originals (as applicable) and a set of hard and soft copies of all documents."
ics_new_pg,ics_new_pg_block_36,"Q. Is a migration certificate, gap certificate, or transfer certificate required?"
ics_new_pg,ics_new_pg_block_37,"Ans. No, only the certificates listed in the point above are required for admission at IIT Kanpur."
ics_new_pg,ics_new_pg_block_38,Q. I don't have my original certificate with me now. What is the period within which I need to produce the original?
ics_new_pg,ics_new_pg_block_39,"Ans. Any original document that you cannot submit at the time of registration must be produced by October 7th, 2025 (tentative). If unable to produce any documents within this period, please contact your DPGC Convenor in advance (here is a list of DPGC Convenors: here )."
ics_new_pg,ics_new_pg_block_40,Q. What should I bring if I make a DD/NEFT or bank transfer through UPI?
ics_new_pg,ics_new_pg_block_41,Ans. Bring the transaction details/bank receipt of the payment.
ics_new_pg,ics_new_pg_block_42,Q. Do I need to send a fee receipt after the fee payment?
ics_new_pg,ics_new_pg_block_43,"Ans. You must send the fee receipt, if requested in your offer letter, to the email address mentioned. If not requested, you only need to bring and show the fee receipt during reporting."
ics_new_pg,ics_new_pg_block_44,Q. Will I get any confirmation mail after the fee payment or after sending payment details?
